É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2020/04/21 18:48:15

,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,éDñy,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,êÂë‰,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ëÂç„,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,ñºå√âÆ,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá,çLìá
2005/6,51.0,0,8,1,194.9,0,8,1,0,1,8,1,91.5,0,8,1,137.7,0,8,1,0,1,8,1,170.5,0,8,1,119.3,0,8,1,0,1,8,1,15.0,0,8,1,183.2,0,8,1,0,1,8,1,69.5,0,8,1,188.5,0,8,1,0,1,8,1,57.5,0,8,1,151.3,0,8,1,0,1,8,1,74.5,0,8,1,196.3,0,8,1,0,1,8,1
2005/7,119.0,0,8,1,156.9,0,8,1,0,1,8,1,237.5,0,8,1,95.2,0,8,1,0,1,8,1,247.5,0,8,1,103.9,0,8,1,0,1,8,1,301.0,0,8,1,137.9,0,8,1,0,1,8,1,196.0,0,8,1,152.7,0,8,1,0,1,8,1,138.5,0,8,1,136.9,0,8,1,0,1,8,1,413.0,0,8,1,165.1,0,8,1,0,1,8,1
2005/8,114.0,0,8,1,201.2,0,8,1,0,1,8,1,182.0,0,8,1,135.4,0,8,1,0,1,8,1,189.5,0,8,1,159.9,0,8,1,0,1,8,1,73.5,0,8,1,186.2,0,8,1,0,1,8,1,79.0,0,8,1,189.7,0,8,1,0,1,8,1,84.5,0,8,1,176.3,0,8,1,0,1,8,1,80.0,0,8,1,215.0,0,8,1,0,1,8,1
2005/9,126.0,0,8,1,158.3,0,5,1,0,1,8,1,72.0,0,8,1,150.2,0,8,1,0,1,8,1,177.5,0,8,1,154.2,0,8,1,0,1,8,1,115.0,0,8,1,173.2,0,8,1,0,1,8,1,97.5,0,8,1,159.9,0,8,1,0,1,8,1,69.5,0,8,1,166.9,0,8,1,0,1,8,1,194.0,0,8,1,179.9,0,8,1,0,1,8,1
2005/10,72.0,0,8,1,169.0,0,5,1,0,1,8,2,63.5,0,8,1,102.6,0,8,1,0,1,8,2,201.5,0,8,1,108.3,0,8,1,0,1,8,2,18.5,0,8,1,155.9,0,8,1,0,1,8,1,145.0,0,8,1,154.3,0,8,1,0,1,8,1,92.5,0,8,1,151.1,0,8,1,0,1,8,2,73.5,0,8,1,168.7,0,8,1,0,1,8,1
2005/11,150.5,0,8,1,106.2,0,8,1,4,0,8,2,33.0,0,8,1,175.9,0,8,1,0,1,8,2,34.5,0,8,1,194.6,0,8,1,0,1,8,2,109.0,0,8,1,146.8,0,8,1,0,1,8,1,31.5,0,8,1,191.8,0,8,1,0,1,8,1,47.0,0,8,1,196.6,0,8,1,0,1,8,2,78.0,0,8,1,172.4,0,8,1,0,1,8,1
2005/12,89.0,0,8,1,112.5,0,8,1,147,0,8,2,66.5,0,8,1,149.0,0,8,1,28,0,8,2,3.5,0,8,1,212.4,0,8,1,0,1,8,2,58.5,0,8,1,90.0,0,8,1,0,0,8,1,31.0,0,8,1,167.6,0,8,1,0,0,8,1,33.0,0,8,1,147.0,0,8,1,38,0,8,2,35.0,0,8,1,137.6,0,8,1,34,0,8,1
2006/1,132.0,0,8,1,66.8,0,8,1,189,0,8,2,15.5,0,8,1,149.1,0,8,1,5,0,8,2,67.0,0,8,1,169.9,0,8,1,10,0,8,2,46.0,0,8,1,106.5,0,8,1,0,0,8,1,32.5,0,8,1,128.9,0,8,1,0,0,8,1,49.5,0,8,1,170.5,0,8,1,0,1,8,2,36.0,0,8,1,140.3,0,8,1,1,0,8,1
2006/2,89.0,0,8,1,89.3,0,8,1,104,0,8,2,62.5,0,8,1,132.8,0,8,1,34,0,8,2,113.0,0,8,1,128.5,0,8,1,2,0,8,2,93.0,0,8,1,114.0,0,8,1,0,0,8,1,102.0,0,8,1,118.8,0,8,1,0,0,8,1,124.5,0,8,1,143.5,0,8,1,0,1,8,2,81.5,0,8,1,110.9,0,8,1,3,0,8,1
2006/3,116.5,0,8,1,113.0,0,8,1,104,0,5,2,70.5,0,8,1,203.0,0,8,1,1,0,8,2,79.5,0,8,1,176.2,0,8,1,0,1,8,2,102.0,0,8,1,160.3,0,8,1,0,0,8,1,114.0,0,8,1,164.4,0,8,1,0,0,8,1,117.5,0,8,1,192.6,0,8,1,0,1,8,2,103.5,0,8,1,169.3,0,8,1,0,0,8,1
2006/4,95.0,0,8,1,121.0,0,8,1,26,0,8,2,76.0,0,8,1,153.9,0,8,1,0,1,8,2,123.0,0,8,1,147.0,0,8,1,0,1,8,2,199.5,0,8,1,167.4,0,8,1,0,1,8,1,143.0,0,8,1,131.8,0,8,1,0,1,8,1,104.5,0,8,1,145.6,0,8,1,0,1,8,2,270.5,0,8,1,141.3,0,8,1,0,1,8,1
2006/5,45.0,0,8,1,234.8,0,8,1,0,1,8,2,102.0,0,8,1,141.4,0,8,1,0,1,8,2,99.0,0,8,1,136.7,0,8,1,0,1,8,2,183.5,0,8,1,135.3,0,8,1,0,1,8,1,146.0,0,8,1,167.9,0,8,1,0,1,8,1,205.0,0,8,1,141.5,0,8,1,0,1,8,2,333.5,0,8,1,156.9,0,8,1,0,1,8,1
2006/6,77.0,0,8,1,150.3,0,8,1,0,1,8,2,154.5,0,8,1,106.6,0,8,1,0,1,8,2,138.5,0,8,1,79.5,0,8,1,0,1,8,2,320.0,0,8,1,147.1,0,8,1,0,1,8,1,169.5,0,8,1,157.0,0,8,1,0,1,8,1,221.0,0,8,1,141.7,0,8,1,0,1,8,2,295.0,0,8,1,177.1,0,8,1,0,1,8,1
2006/7,106.5,0,8,1,201.3,0,8,1,0,1,8,2,324.5,0,8,1,55.3,0,8,1,0,1,8,2,165.0,0,8,1,59.2,0,8,1,0,1,8,2,405.5,0,8,1,129.9,0,8,1,0,1,8,1,305.0,0,8,1,107.9,0,8,1,0,1,8,1,275.0,0,8,1,118.5,0,8,1,0,1,8,2,311.5,0,8,1,117.6,0,8,1,0,1,8,1
2006/8,36.5,0,8,1,201.3,0,5,1,0,1,8,2,40.5,0,8,1,140.4,0,8,1,0,1,8,2,126.0,0,8,1,160.6,0,8,1,0,1,8,2,256.0,0,8,1,237.4,0,8,1,0,1,8,1,44.5,0,8,1,248.7,0,8,1,0,1,8,1,89.0,0,8,1,217.4,0,8,1,0,1,8,2,150.0,0,8,1,228.1,0,8,1,0,1,8,1
2006/9,57.5,0,8,1,189.2,0,5,1,0,1,8,2,215.0,0,8,1,137.7,0,8,1,0,1,8,2,175.5,0,8,1,103.5,0,8,1,0,1,8,2,236.5,0,8,1,168.2,0,8,1,0,1,8,1,87.0,0,8,1,171.1,0,8,1,0,1,8,1,167.0,0,8,1,173.2,0,8,1,0,1,8,2,227.5,0,8,1,176.2,0,8,1,0,1,8,1
2006/10,90.5,0,8,1,170.0,0,8,1,0,1,8,2,305.0,0,8,1,157.7,0,8,1,0,1,8,2,318.0,0,8,1,137.8,0,8,1,0,1,8,2,28.0,0,8,1,214.8,0,8,1,0,1,8,1,73.0,0,8,1,185.1,0,8,1,0,1,8,1,89.0,0,8,1,197.4,0,8,1,0,1,8,2,29.0,0,8,1,218.0,0,8,1,0,1,8,1
2006/11,182.0,0,5,1,96.7,0,8,1,25,0,8,2,143.0,0,8,1,156.3,0,8,1,0,1,8,2,135.0,0,8,1,147.5,0,8,1,0,1,8,2,107.0,0,8,1,136.0,0,8,1,0,1,8,1,80.5,0,8,1,147.2,0,8,1,0,1,8,1,59.0,0,8,1,155.4,0,8,1,0,1,8,2,67.5,0,8,1,155.0,0,8,1,0,1,8,1
2006/12,118.0,0,8,1,91.7,0,8,1,136,0,8,2,90.5,0,8,1,101.8,0,8,1,0,1,8,2,200.5,0,8,1,141.4,0,8,1,0,1,8,2,41.0,0,8,1,112.1,0,8,1,0,0,8,1,102.5,0,8,1,131.1,0,8,1,0,0,8,1,110.5,0,8,1,146.3,0,8,1,0,1,8,2,54.0,0,8,1,146.9,0,8,1,1,0,8,1
2007/1,112.0,0,8,1,71.6,0,8,1,134,0,8,2,51.0,0,8,1,151.2,0,8,1,0,1,8,2,42.0,0,8,1,175.6,0,8,1,0,1,8,2,47.5,0,8,1,94.2,0,8,1,0,0,8,1,19.5,0,8,1,159.1,0,8,1,0,0,8,1,36.5,0,8,1,171.8,0,8,1,1,0,8,2,22.0,0,8,1,132.4,0,8,1,4,0,8,1
2007/2,111.5,0,8,1,75.5,0,8,1,153,0,8,2,35.5,0,8,1,179.4,0,8,1,4,0,8,2,57.0,0,8,1,193.6,0,8,1,0,1,8,2,61.5,0,8,1,148.9,0,8,1,0,0,8,1,42.0,0,8,1,164.5,0,8,1,0,0,8,1,62.0,0,8,1,190.9,0,8,1,0,1,8,2,71.0,0,8,1,161.2,0,8,1,0,0,8,1
2007/3,91.0,0,8,1,129.2,0,8,1,91,0,8,2,39.0,0,8,1,172.6,0,8,1,6,0,8,2,77.0,0,8,1,195.0,0,8,1,0,1,8,2,81.5,0,8,1,171.7,0,8,1,0,0,8,1,79.0,0,8,1,196.1,0,8,1,0,0,8,1,86.5,0,8,1,201.3,0,8,1,0,1,8,2,98.0,0,8,1,194.3,0,8,1,0,0,8,1
2007/4,57.5,0,8,1,174.3,0,8,1,4,0,8,2,59.0,0,8,1,161.1,0,5,1,0,1,8,2,134.0,0,8,1,151.0,0,8,1,0,1,8,2,74.5,0,8,1,196.3,0,8,1,0,1,8,1,41.0,0,8,1,187.5,0,8,1,0,1,8,1,29.5,0,8,1,205.6,0,8,1,0,1,8,2,91.0,0,8,1,198.0,0,8,1,0,0,8,1
2007/5,87.0,0,8,1,184.0,0,8,1,0,1,8,2,113.5,0,8,1,199.8,0,8,1,0,1,8,2,115.5,0,8,1,226.4,0,8,1,0,1,8,2,64.5,0,8,1,243.0,0,8,1,0,1,8,1,163.0,0,8,1,213.8,0,8,1,0,1,8,1,128.0,0,8,1,241.3,0,5,1,0,1,8,2,198.5,0,8,1,236.4,0,8,1,0,1,8,1
2007/6,38.0,0,8,1,223.4,0,8,1,0,1,8,2,159.0,0,8,1,160.4,0,8,1,0,1,8,2,80.0,0,8,1,187.2,0,8,1,0,1,8,2,40.5,0,8,1,132.7,0,8,1,0,1,8,1,119.5,0,8,1,175.6,0,8,1,0,1,8,1,210.0,0,8,1,179.7,0,8,1,0,1,8,2,69.5,0,8,1,146.3,0,8,1,0,1,8,1
2007/7,45.0,0,8,1,228.8,0,8,1,0,1,8,2,303.0,0,8,1,99.3,0,8,1,0,1,8,2,253.0,0,8,1,80.6,0,8,1,0,1,8,2,381.0,0,8,1,145.1,0,8,1,0,1,8,1,206.0,0,8,1,127.9,0,8,1,0,1,8,1,339.5,0,8,1,127.0,0,8,1,0,1,8,2,235.5,0,8,1,130.4,0,8,1,0,1,8,1
2007/8,65.5,0,8,1,165.7,0,8,1,0,1,8,2,135.0,0,8,1,197.4,0,8,1,0,1,8,2,9.5,0,8,1,227.9,0,8,1,0,1,8,2,178.5,0,8,1,221.5,0,8,1,0,1,8,1,62.0,0,8,1,263.3,0,8,1,0,1,8,1,60.0,0,8,1,233.1,0,8,1,0,1,8,2,53.0,0,8,1,244.1,0,8,1,0,1,8,1
2007/9,193.5,0,8,1,125.1,0,8,1,0,1,8,2,190.5,0,8,1,133.3,0,8,1,0,1,8,2,319.5,0,8,1,121.3,0,8,1,0,1,8,2,72.0,0,8,1,179.5,0,8,1,0,1,8,1,58.5,0,8,1,185.9,0,8,1,0,1,8,1,119.0,0,8,1,141.0,0,8,1,0,1,8,2,57.0,0,8,1,185.4,0,8,1,0,1,8,1
2007/10,66.5,0,8,1,150.0,0,8,1,0,1,8,2,160.5,0,8,1,155.8,0,8,1,0,1,8,2,135.5,0,8,1,119.8,0,8,1,0,1,8,2,88.0,0,8,1,192.1,0,8,1,0,1,8,1,72.0,0,8,1,166.4,0,8,1,0,1,8,1,90.5,0,8,1,152.0,0,8,1,0,1,8,2,56.0,0,8,1,182.6,0,8,1,0,1,8,1
2007/11,75.0,0,8,1,118.5,0,8,1,10,0,8,2,44.0,0,8,1,136.7,0,8,1,0,1,8,2,37.0,0,8,1,148.8,0,8,2,0,1,8,2,13.0,0,8,1,161.5,0,8,1,0,1,8,1,13.5,0,8,1,144.1,0,8,1,0,1,8,1,18.0,0,8,1,137.9,0,8,1,0,1,8,2,15.0,0,8,1,164.5,0,8,1,0,1,8,1
2007/12,86.0,0,8,1,84.0,0,8,1,63,0,8,2,53.5,0,8,1,106.6,0,8,1,0,1,8,2,72.0,0,8,1,168.8,0,8,2,0,1,8,2,92.5,0,8,1,100.2,0,8,1,0,0,8,1,86.5,0,8,1,140.3,0,8,1,0,0,8,1,90.0,0,8,1,143.4,0,8,1,0,1,8,2,81.0,0,8,1,123.8,0,8,1,0,0,8,1
2008/1,111.0,0,8,1,91.6,0,8,1,184,0,8,2,10.0,0,8,1,151.9,0,8,1,3,0,8,2,17.5,0,8,1,164.8,0,8,2,0,1,8,2,70.0,0,8,1,101.9,0,8,1,0,0,8,1,51.0,0,8,1,134.1,0,8,1,0,0,8,1,26.5,0,8,1,163.7,0,8,1,0,1,8,2,75.0,0,8,1,136.0,0,8,1,1,0,8,1
2008/2,111.0,0,8,1,108.8,0,8,1,145,0,8,2,21.5,0,8,1,154.2,0,8,1,13,0,8,2,57.0,0,8,1,214.8,0,8,2,4,0,8,2,52.0,0,8,1,146.0,0,8,1,0,0,8,1,60.5,0,8,1,150.9,0,8,1,5,0,8,1,52.0,0,8,1,185.2,0,8,1,13,0,8,2,39.0,0,8,1,168.3,0,8,1,3,0,8,1
2008/3,32.0,0,8,1,162.2,0,8,1,21,0,8,2,40.0,0,8,1,188.6,0,8,1,0,1,8,2,119.5,0,8,1,187.2,0,8,2,0,1,8,2,162.0,0,8,1,176.7,0,8,1,0,0,8,1,95.0,0,8,1,186.0,0,8,1,0,0,8,1,152.0,0,8,1,223.6,0,8,1,0,1,8,2,138.5,0,8,1,199.2,0,8,1,0,1,8,1
2008/4,6.0,0,8,1,192.4,0,8,1,0,1,8,2,127.5,0,8,1,168.3,0,8,1,0,1,8,2,240.0,0,8,1,150.0,0,8,2,0,1,8,2,120.0,0,8,1,184.3,0,8,1,0,1,8,1,143.5,0,8,1,188.9,0,8,1,0,1,8,1,198.5,0,8,1,218.6,0,5,1,0,1,8,2,128.0,0,8,1,202.4,0,8,1,0,1,8,1
2008/5,65.5,0,8,1,185.4,0,8,1,0,1,8,2,149.5,0,8,1,152.3,0,8,1,0,1,8,2,255.0,0,8,1,136.9,0,8,2,0,1,8,2,163.5,0,8,1,220.1,0,8,1,0,1,8,1,218.5,0,8,1,197.3,0,8,1,0,1,8,1,211.5,0,8,1,183.9,0,8,1,0,1,8,2,190.0,0,8,1,205.4,0,8,1,0,1,8,1
2008/6,40.0,0,8,1,193.8,0,8,1,0,1,8,2,101.5,0,8,1,164.8,0,8,1,0,1,8,2,225.5,0,8,1,106.9,0,8,2,0,1,8,2,386.0,0,8,1,86.7,0,8,1,0,1,8,1,190.5,0,8,1,110.9,0,5,1,0,1,8,1,228.5,0,8,1,121.9,0,8,1,0,1,8,2,133.0,0,8,1,115.1,0,8,1,0,1,8,1
2008/7,63.5,0,8,1,146.7,0,8,1,0,1,8,2,73.5,0,8,1,102.2,0,8,1,0,1,8,2,48.0,0,8,1,168.4,0,8,2,0,1,8,2,48.0,0,8,1,223.7,0,8,1,0,1,8,1,123.5,0,8,1,236.5,0,5,1,0,1,8,1,33.5,0,8,1,211.9,0,8,1,0,1,8,2,41.0,0,8,1,248.0,0,8,1,0,1,8,1
2008/8,56.0,0,8,1,188.1,0,8,1,0,1,8,2,444.0,0,8,1,92.0,0,8,1,0,1,8,2,387.5,0,8,1,130.0,0,8,2,0,1,8,2,419.0,0,8,1,161.7,0,8,1,0,1,8,1,82.0,0,8,1,195.4,0,8,1,0,1,8,1,339.5,0,8,1,181.2,0,8,1,0,1,8,2,113.5,0,8,1,178.1,0,8,1,0,1,8,1
2008/9,30.5,0,8,1,202.9,0,8,1,0,1,8,2,95.5,0,8,1,105.9,0,8,1,0,1,8,2,158.5,0,8,1,124.1,0,8,2,0,1,8,2,174.0,0,8,1,134.1,0,8,1,0,1,8,1,130.5,0,8,1,143.3,0,8,1,0,1,8,1,171.0,0,8,1,152.6,0,8,1,0,1,8,2,120.0,0,8,1,167.9,0,8,1,0,1,8,1
2008/10,99.5,0,8,1,161.1,0,8,1,0,1,8,2,191.0,0,8,1,140.0,0,8,1,0,1,8,2,204.5,0,8,1,141.0,0,8,2,0,1,8,2,16.5,0,8,1,175.4,0,8,1,0,1,8,1,62.0,0,8,1,165.9,0,8,1,0,1,8,1,101.5,0,8,1,159.3,0,8,1,0,1,8,2,50.0,0,8,1,184.4,0,8,1,0,1,8,1
2008/11,86.0,0,8,1,125.2,0,8,1,32,0,8,2,60.0,0,8,1,141.7,0,8,1,0,1,8,2,74.0,0,8,1,142.9,0,8,2,0,1,8,2,91.0,0,8,1,107.5,0,8,1,0,0,8,1,50.0,0,8,1,145.3,0,8,1,0,1,8,1,41.0,0,8,1,142.8,0,8,1,0,1,8,2,62.5,0,8,1,140.7,0,8,1,0,0,8,1
2008/12,142.0,0,8,1,86.3,0,8,1,116,0,8,2,35.0,0,8,1,151.5,0,8,1,7,0,8,2,70.5,0,8,1,190.8,0,8,2,0,1,8,2,78.5,0,8,1,122.1,0,5,1,0,0,8,1,55.5,0,8,1,175.5,0,8,1,0,0,8,1,24.0,0,8,1,188.2,0,8,1,0,1,8,2,58.0,0,8,1,155.2,0,8,1,0,0,8,1
2009/1,103.0,0,8,1,85.9,0,8,1,99,0,8,2,96.5,0,8,1,142.5,0,8,1,6,0,8,2,142.0,0,8,1,174.7,0,8,2,0,1,8,2,62.5,0,8,1,77.8,0,5,1,6,0,8,1,73.0,0,8,1,127.0,0,8,1,0,0,8,1,109.5,0,8,1,173.5,0,8,1,0,1,8,2,33.5,0,8,1,120.6,0,8,1,2,0,8,1
2009/2,143.0,0,8,1,68.0,0,8,1,174,0,8,2,37.5,0,8,1,170.9,0,8,1,11,0,8,2,46.5,0,8,1,131.2,0,8,2,0,1,8,2,86.0,0,8,1,107.7,0,8,1,0,0,8,1,95.0,0,8,1,137.7,0,8,1,0,0,8,1,74.0,0,8,1,161.5,0,8,1,0,1,8,2,120.5,0,8,1,122.3,0,8,1,0,0,8,1
2009/3,79.0,0,8,1,113.5,0,8,1,69,0,8,2,41.5,0,8,1,180.1,0,8,1,2,0,8,2,98.5,0,8,1,162.9,0,8,2,0,1,8,2,46.0,0,8,1,169.5,0,8,1,0,0,8,1,147.5,0,8,1,173.3,0,8,1,0,0,8,1,115.0,0,8,1,196.4,0,8,1,0,1,8,2,91.0,0,8,1,181.2,0,5,1,0,0,8,1
2009/4,58.0,0,8,1,224.4,0,8,1,2,0,8,2,180.5,0,8,1,201.7,0,8,1,0,1,8,2,162.5,0,8,1,226.7,0,8,2,0,1,8,2,99.5,0,8,1,224.4,0,8,1,0,1,8,1,98.5,0,8,1,224.5,0,8,1,0,1,8,1,125.5,0,8,1,252.7,0,5,1,0,1,8,2,84.5,0,8,1,239.4,0,8,1,0,1,8,1
2009/5,42.5,0,8,1,255.7,0,8,1,0,1,8,2,80.5,0,8,1,163.7,0,8,1,0,1,8,2,242.0,0,8,1,154.6,0,8,2,0,1,8,2,45.5,0,8,1,203.7,0,8,1,0,1,8,1,78.5,0,8,1,167.1,0,8,1,0,1,8,1,188.0,0,8,1,195.0,0,8,1,0,1,8,2,48.5,0,8,1,221.4,0,8,1,0,1,8,1
2009/6,50.0,0,8,1,133.1,0,8,1,0,1,8,2,128.0,0,8,1,118.5,0,8,1,0,1,8,2,226.0,0,8,1,98.8,0,8,2,0,1,8,2,219.0,0,8,1,168.4,0,8,1,0,1,8,1,121.5,0,8,1,175.8,0,8,1,0,1,8,1,240.0,0,8,1,172.8,0,4,1,0,1,8,2,233.0,0,8,1,194.9,0,8,1,0,1,8,1
2009/7,187.5,0,8,1,82.6,0,8,1,0,1,8,2,130.5,0,8,1,105.3,0,8,1,0,1,8,2,78.5,0,8,1,103.5,0,8,2,0,1,8,2,619.5,0,8,1,87.1,0,8,1,0,1,8,1,162.0,0,8,1,133.6,0,8,1,0,1,8,1,254.0,0,8,1,95.3,0,8,1,0,1,8,2,512.0,0,8,1,88.3,0,8,1,0,1,8,1
2009/8,63.0,0,8,1,156.3,0,8,1,0,1,8,2,199.5,0,8,1,98.1,0,8,1,0,1,8,2,242.0,0,8,1,136.1,0,8,2,0,1,8,2,94.0,0,8,1,188.2,0,8,1,0,1,8,1,41.5,0,8,1,189.7,0,8,1,0,1,8,1,128.0,0,8,1,189.6,0,8,1,0,1,8,2,60.0,0,8,1,183.7,0,8,1,0,1,8,1
2009/9,35.5,0,8,1,183.0,0,8,1,0,1,8,2,12.0,0,8,1,134.5,0,8,1,0,1,8,2,53.0,0,8,1,136.5,0,8,2,0,1,8,2,83.5,0,8,1,203.9,0,8,1,0,1,8,1,51.0,0,8,1,196.1,0,8,1,0,1,8,1,51.5,0,8,1,182.5,0,8,1,0,1,8,2,43.0,0,8,1,197.0,0,8,1,0,1,8,1
2009/10,125.0,0,8,1,127.0,0,8,1,0,1,8,2,186.5,0,8,1,162.6,0,8,1,0,1,8,2,276.5,0,8,1,153.3,0,8,2,0,1,8,2,105.0,0,8,1,173.3,0,8,1,0,1,8,1,120.0,0,8,1,187.8,0,8,1,0,1,8,1,211.5,0,8,1,192.3,0,8,1,0,1,8,2,57.0,0,8,1,182.2,0,8,1,0,1,8,1
2009/11,154.0,0,8,1,75.7,0,8,1,8,0,8,2,134.5,0,8,1,136.0,0,8,1,0,1,8,2,151.5,0,8,1,124.0,0,8,2,0,1,8,2,181.5,0,8,1,108.4,0,8,1,0,1,8,1,130.5,0,8,1,134.7,0,8,1,0,1,8,1,200.5,0,8,1,158.0,0,8,1,0,1,8,2,164.5,0,8,1,130.8,0,8,1,0,1,8,1
2009/12,106.5,0,8,1,99.2,0,8,1,98,0,8,2,76.0,0,8,1,112.3,0,8,1,3,0,8,2,82.5,0,8,1,181.0,0,8,2,0,1,8,2,50.0,0,8,1,94.6,0,8,1,0,0,8,1,46.0,0,8,1,153.3,0,8,1,0,0,8,1,58.0,0,8,1,180.7,0,8,1,1,0,8,2,39.0,0,8,1,134.3,0,8,1,2,0,8,1
2010/1,112.0,0,8,1,82.8,0,8,1,154,0,8,2,4.0,0,8,1,155.7,0,5,1,1,0,8,2,9.0,0,8,1,221.9,0,8,2,0,1,8,2,50.5,0,8,1,133.4,0,8,1,2,0,8,1,46.0,0,8,1,174.6,0,8,1,0,0,8,1,11.5,0,8,1,165.6,0,8,1,2,0,8,2,21.5,0,8,1,159.5,0,8,1,0,0,8,1
2010/2,59.5,0,8,1,92.6,0,8,1,99,0,8,2,24.5,0,8,1,118.6,0,8,1,18,0,8,2,115.0,0,8,1,118.3,0,5,2,2,0,8,2,70.0,0,5,1,114.1,0,5,1,0,0,8,1,132.0,0,8,1,135.4,0,8,1,0,0,8,1,137.0,0,8,1,138.3,0,8,1,0,1,8,2,108.5,0,8,1,130.9,0,8,1,0,0,8,1
2010/3,79.5,0,8,1,114.5,0,8,1,123,0,8,2,89.5,0,8,1,141.1,0,8,1,30,0,8,2,143.5,0,8,1,139.8,0,8,2,0,1,8,2,155.0,0,8,1,111.2,0,8,1,0,0,8,1,153.5,0,8,1,127.0,0,8,1,0,0,8,1,211.0,0,8,1,156.4,0,8,1,0,1,8,2,182.5,0,8,1,126.8,0,8,1,0,0,8,1
2010/4,67.5,0,8,1,124.3,0,8,1,3,0,8,2,163.5,0,8,1,131.1,0,8,1,0,1,8,2,214.0,0,8,1,139.9,0,8,2,0,1,8,2,199.5,0,8,1,154.3,0,8,1,0,1,8,1,143.0,0,8,1,163.8,0,8,1,0,1,8,1,183.5,0,8,1,161.7,0,8,1,0,1,8,2,236.0,0,8,1,135.0,0,5,1,0,1,8,1
2010/5,44.5,0,8,1,186.7,0,8,1,0,1,8,2,182.0,0,8,1,190.7,0,8,1,0,1,8,2,114.0,0,8,1,198.8,0,8,2,0,1,8,2,105.0,0,8,1,197.1,0,8,1,0,1,8,1,162.0,0,8,1,203.1,0,8,1,0,1,8,1,167.0,0,8,1,235.3,0,8,1,0,1,8,2,212.5,0,8,1,204.5,0,8,1,0,1,8,1
2010/6,73.0,0,8,1,222.7,0,8,1,0,1,8,2,146.5,0,8,1,168.9,0,8,1,0,1,8,2,108.0,0,8,1,162.5,0,8,2,0,1,8,2,203.0,0,8,1,145.0,0,8,1,0,1,8,1,222.5,0,8,1,166.0,0,8,1,0,1,8,1,259.0,0,8,1,163.4,0,8,1,0,1,8,2,269.0,0,8,1,166.7,0,8,1,0,1,8,1
2010/7,143.5,0,8,1,73.9,0,8,1,0,1,8,2,134.0,0,8,1,168.6,0,8,1,0,1,8,2,70.0,0,8,1,182.7,0,8,2,0,1,8,2,453.5,0,8,1,160.9,0,8,1,0,1,8,1,221.5,0,8,1,196.4,0,8,1,0,1,8,1,208.5,0,8,1,190.5,0,8,1,0,1,8,2,316.0,0,8,1,166.8,0,8,1,0,1,8,1
2010/8,213.5,0,8,1,158.4,0,8,1,0,1,8,2,37.5,0,8,1,187.1,0,8,1,0,1,8,2,27.0,0,8,1,222.6,0,8,2,0,1,8,2,69.5,0,8,1,229.7,0,8,1,0,1,8,1,37.5,0,8,1,253.4,0,8,1,0,1,8,1,63.5,0,8,1,200.1,0,8,1,0,1,8,2,5.5,0,8,1,268.4,0,8,1,0,1,8,1
2010/9,92.0,0,8,1,181.3,0,8,1,0,1,8,2,248.0,0,8,1,124.3,0,8,1,0,1,8,2,428.0,0,8,1,165.3,0,8,2,0,1,8,2,138.5,0,8,1,185.0,0,8,1,0,1,8,1,161.0,0,8,1,182.3,0,8,1,0,1,8,1,190.5,0,8,1,190.4,0,8,1,0,1,8,2,65.0,0,8,1,210.3,0,8,1,0,1,8,1
2010/10,130.5,0,8,1,144.4,0,8,1,9,0,8,2,124.5,0,8,1,112.5,0,8,1,0,1,8,2,211.0,0,8,1,81.4,0,8,2,0,1,8,2,78.5,0,8,1,126.8,0,8,1,0,1,8,1,172.0,0,8,1,133.1,0,8,1,0,1,8,1,179.5,0,8,1,127.0,0,8,1,0,1,8,2,62.0,0,8,1,129.7,0,8,1,0,1,8,1
2010/11,194.5,0,8,1,89.5,0,8,1,25,0,8,2,40.0,0,8,1,153.5,0,8,1,0,1,8,2,94.5,0,8,1,158.9,0,8,2,0,1,8,2,58.0,0,8,1,169.2,0,8,1,0,1,8,1,32.5,0,8,1,151.5,0,8,1,0,1,8,1,43.0,0,8,1,195.8,0,8,1,0,1,8,2,26.5,0,8,1,188.7,0,8,1,0,1,8,1
